data,qtd,valor_liquido,valor_abs
2016-03-17,20,-84.32,1224.14
2016-03-18,8,-629.50,686.62
2016-03-19,10,43968.88,45771.12
2016-03-20,10,4947.79,5452.03
2016-03-21,4,-590.23,590.23
2016-03-22,4,-255.32,271.54
2016-03-23,3,-14.28,56.32
2016-03-24,11,3685.60,4179.32
2016-03-25,14,-484.84,710.34
2016-03-26,3,-67.97,151.81
2016-03-27,3,-100.57,100.57
2016-03-28,6,286.82,565.34
2016-03-29,2,-673.24,673.24
2016-03-30,7,-417.61,417.61
2016-03-31,1,-12.28,12.28
2016-04-01,5,-151.08,151.08
2016-04-02,8,-445.47,445.47
2016-04-03,5,-501.08,574.14
2016-04-04,9,-637.18,712.60
2016-04-05,4,368.23,538.35
2016-04-06,9,-214.90,460.06
2016-04-07,7,-3591.55,3730.13
2016-04-08,3,-66.31,66.31
2016-04-09,3,-121.76,340.82
2016-04-10,2,-40.96,40.96
2016-04-11,1,-470.00,470.00
2016-04-12,6,-690.02,690.02
2016-04-13,5,44.34,254.96
2016-04-14,7,-105.55,188.65
2016-04-15,6,-120.84,144.46
2016-04-16,7,248.38,533.28
2016-04-17,11,11132.48,12621.40
2016-04-18,9,-789.07,789.07
2016-04-19,8,31396.57,31953.43
2016-04-20,4,16.07,180.91
2016-04-21,4,29.23,230.31
2016-04-22,7,-126.69,191.59
2016-04-23,5,1835.30,2130.90
2016-04-24,3,-63.47,63.47
2016-04-25,5,751.75,878.35
2016-04-26,3,-46.16,46.16
2016-04-27,8,-90.69,308.65
2016-04-28,7,-301.71,338.39
2016-04-29,5,10717.07,11074.51
2016-04-30,1,-85.08,85.08
2016-05-01,10,-649.48,1150.68
2016-05-02,3,-119.87,119.87
2016-05-03,7,15.64,377.48
2016-05-04,8,-320.86,320.86
2016-05-05,11,-459.97,560.47
2016-05-06,10,-262.86,262.86
2016-05-07,8,-102.77,243.41
2016-05-08,2,-117.38,117.38
2016-05-09,5,-72.40,193.66
2016-05-10,10,1701.51,2760.49
2016-05-11,11,-307.78,587.02
2016-05-12,3,-99.91,99.91
2016-05-13,3,-76.37,127.07
2016-05-14,4,-394.32,394.32
2016-05-15,12,665.08,2645.66
2016-05-16,2,-77.76,77.76
2016-05-17,5,-151.07,151.07
2016-05-18,3,-333.12,333.12
2016-05-19,9,7043.78,7659.22
2016-05-20,3,-219.63,219.63
2016-05-21,3,-52.72,119.98
2016-05-22,6,5671.69,6738.31
2016-05-23,19,-2367.16,2705.96
2016-05-24,10,6963.73,7936.27
2016-05-25,5,-266.92,266.92
2016-05-26,4,-53.67,53.67
2016-05-27,3,-138.86,138.86
2016-05-28,10,-11.02,616.08
2016-05-29,3,113.18,188.58
2016-05-30,13,-922.81,970.43
2016-05-31,6,-613.53,613.53
2016-06-01,5,-53246.66,117716.66
2016-06-02,6,-455.78,455.78
2016-06-03,6,-463.78,463.78
2016-06-04,1,-10.33,10.33
2016-06-05,8,-218.83,255.45
2016-06-06,5,-756.02,821.54
2016-06-07,1,-20.44,20.44
2016-06-08,9,15714.74,17399.26
2016-06-09,5,-174.80,270.34
2016-06-10,1,54.74,54.74
2016-06-11,1,-246.66,246.66
2016-06-12,4,167.26,188.12
2016-06-13,6,-286.89,286.89
2016-06-14,4,-333.45,365.45
2016-06-15,12,-265.67,653.89
2016-06-16,16,23588.74,25619.06
2016-06-17,10,18945.31,20286.65
2016-06-18,7,-129.38,410.38
2016-06-19,6,-22151.82,22238.00
2016-06-20,5,-246.02,246.02
2016-06-21,2,-48.83,48.83
2016-06-22,4,-176.67,176.67
2016-06-23,6,20921.35,21322.79
2016-06-24,7,-243.84,277.10
2016-06-25,8,43.05,334.67
2016-06-26,5,-104.43,301.41
2016-06-27,11,51817.48,52812.52
2016-06-28,12,-261.50,958.00
2016-06-29,9,-545.99,777.43
2016-06-30,11,-940.72,940.72
2016-07-01,15,-1457.22,1586.54
2016-07-02,9,44725.19,48264.81
2016-07-03,15,522.46,1272.78
2016-07-04,3,-142.20,142.20
2016-07-05,8,-76.08,313.50
2016-07-06,11,-4815.11,4965.27
2016-07-07,7,-581.59,880.03
2016-07-08,6,25.91,291.89
2016-07-09,9,2016.98,2435.90
2016-07-10,5,16.11,365.29
2016-07-11,4,-21.57,91.65
2016-07-12,10,-425.59,485.51
2016-07-13,8,-28.92,210.92
2016-07-14,16,10665.71,11988.75
2016-07-15,6,-169.59,697.71
2016-07-16,7,14327.87,14747.87
2016-07-17,4,47.61,267.19
2016-07-19,3,33.06,187.80
2016-07-20,10,518.43,811.65
2016-07-21,11,-358.73,947.49
2016-07-22,9,-275.76,436.28
2016-07-23,4,373.94,783.86
2016-07-24,14,37759.21,39144.79
2016-07-25,9,-271.64,600.24
2016-07-26,12,-470.17,613.07
2016-07-27,7,-453.00,483.14
2016-07-28,6,-20938.87,21001.81
2016-07-29,15,-1210.19,1238.05
2016-07-30,17,-294.25,807.15
2016-07-31,6,-262.98,262.98
2016-08-01,5,-173.60,173.60
2016-08-02,10,-573.05,751.25
2016-08-03,4,-75.40,75.40
2016-08-04,10,-264.15,632.21
2016-08-05,3,-267.07,267.07
2016-08-06,6,-197.73,197.73
2016-08-07,5,12193.70,12746.30
2016-08-08,5,-247.64,247.64
2016-08-09,8,-382.73,382.73
2016-08-10,7,2859.59,3160.41
2016-08-11,6,-936.29,936.29
2016-08-12,4,180.83,257.73
2016-08-13,14,82602.02,83411.58
2016-08-14,7,16826.14,17161.46
2016-08-15,6,795.61,1438.75
2016-08-16,8,-593.19,593.19
2016-08-17,13,1303.24,2792.56
2016-08-18,9,-865.66,865.66
2016-08-19,11,-494.90,551.88
2016-08-20,6,-348.11,348.11
2016-08-21,14,-430.09,559.29
2016-08-22,6,7319.56,7370.46
2016-08-23,18,-1822.23,1892.27
2016-08-24,6,-384.62,384.62
2016-08-25,13,-362.93,708.23
2016-08-26,10,-178.03,1061.11
2016-08-27,10,103209.07,104570.93
2016-08-28,12,-849.22,871.24
2016-08-29,6,-722.01,722.01
2016-08-30,4,-32.71,239.57
2016-08-31,11,-910.31,1472.39
2016-09-01,16,-634.34,930.16
2016-09-02,11,-636.21,1041.69
2016-09-03,8,-386.85,502.65
2016-09-04,7,10088.82,36592.92
2016-09-05,6,-145.46,145.46
2016-09-06,4,-294.96,294.96
2016-09-07,12,-398.61,558.89
2016-09-08,3,102091.97,102158.03
2016-09-09,6,-57.02,223.22
2016-09-10,1,-13.25,13.25
2016-09-11,10,30781.70,32234.98
2016-09-12,7,877.36,1627.04
2016-09-13,16,-903.54,1971.30
2016-09-14,6,-317.71,472.23
2016-09-15,13,-595.64,802.88
2016-09-16,9,-245.51,340.13
2016-09-17,9,-510.05,510.05
2016-09-18,8,-534.08,534.08
2016-09-19,10,-472.54,490.86
2016-09-20,5,-263.34,263.34
2016-09-21,6,40.31,204.01
2016-09-22,3,27.41,169.53
2016-09-23,3,-468.05,468.05
2016-09-24,8,-476.52,476.52
2016-09-25,14,-856.75,1267.35
2016-09-26,5,-229.99,362.73
2016-09-27,3,-90.30,135.54
2016-09-28,8,-597.08,597.08
2016-09-29,9,-160.81,304.43
2016-09-30,8,21.04,723.82
2016-10-01,15,21761.42,23664.02
2016-10-02,11,-1298.08,1298.08
2016-10-03,10,-2518.16,2634.26
2016-10-04,11,470.48,2015.52
2016-10-05,15,-871.11,1472.39
2016-10-06,9,25210.48,25929.52
2016-10-07,6,-69.09,276.73
2016-10-08,13,2886.44,4011.10
2016-10-09,6,-679.19,679.19
2016-10-10,6,106.18,405.02
2016-10-11,13,1048.00,2197.86
2016-10-13,6,-143.88,318.04
2016-10-14,3,-122.04,122.04
2016-10-15,4,1677.20,1831.04
2016-10-16,6,-252.22,252.22
2016-10-17,2,33984.70,33984.70
2016-10-18,11,-102.65,634.25
2016-10-19,6,-79.34,325.08
2016-10-20,2,-55.77,55.77
2016-10-21,4,-172.01,172.01
2016-10-22,7,6612.37,6987.63
2016-10-23,10,-196.58,579.78
2016-10-24,5,-556.35,556.35
2016-10-25,10,-380.58,476.86
2016-10-26,8,2265.42,2604.38
2016-10-27,3,-166.05,166.05
2016-10-28,16,-1205.01,1481.23
2016-10-29,7,365.25,1002.15
2016-10-30,4,-210.27,210.27
2016-10-31,7,-684.76,830.72
2016-11-01,3,16056.77,16263.23
2016-11-02,9,-401.90,401.90
2016-11-03,11,-184.80,589.84
2016-11-04,6,556.04,787.38
2016-11-05,5,2.64,158.00
2016-11-06,9,-952.69,952.69
2016-11-07,7,-170.67,170.67
2016-11-08,12,-165.03,740.63
2016-11-09,6,-82.83,180.51
2016-11-10,4,30757.56,30827.84
2016-11-11,12,-1326.05,1378.61
2016-11-12,10,-1045.28,1103.24
2016-11-13,11,258.03,1182.03
2016-11-14,8,-242.29,348.61
2016-11-15,11,-298.90,391.22
2016-11-16,9,-179.24,480.98
2016-11-17,19,-330.79,670.11
2016-11-18,10,3504.18,4385.82
2016-11-19,9,-4.85,354.43
2016-11-20,5,-1005.19,1088.27
2016-11-21,5,-299.22,425.64
2016-11-22,14,-380.19,756.33
2016-11-23,7,-861.25,861.25
2016-11-24,11,-1979.77,2371.93
2016-11-25,8,-754.15,829.99
2016-11-26,8,-293.82,866.42
2016-11-27,9,-98.42,231.62
2016-11-28,5,-123.78,165.76
2016-11-29,6,-266.12,266.12
2016-11-30,2,-76.52,76.52
2016-12-01,4,-473.11,473.11
2016-12-02,7,-206.24,369.36
2016-12-03,5,-324.50,364.40
2016-12-04,6,-212.19,212.19
2016-12-05,5,-168.99,467.91
2016-12-06,2,-29.85,46.75
2016-12-07,8,-304.42,489.10
2016-12-08,10,28536.13,29012.27
2016-12-09,3,-121.77,139.89
2016-12-10,1,10.24,10.24
2016-12-11,4,8248.12,8759.88
2016-12-12,3,-242.63,242.63
2016-12-13,3,-22.22,53.54
2016-12-14,6,-126.54,332.28
2016-12-15,4,9594.13,10007.11
2016-12-16,9,-819.60,819.60
2016-12-17,4,34755.59,34832.41
2016-12-18,9,-237.26,615.78
2016-12-19,8,-70.60,324.70
2016-12-20,10,30444.97,30937.55
2016-12-21,7,-83.90,331.74
2016-12-22,6,1414.15,1726.85
2016-12-23,12,-4344.59,4866.87
2016-12-24,8,18851.61,19356.11
2016-12-25,8,-208.76,264.60
2016-12-26,3,27.61,72.63
2016-12-27,5,-120.31,217.77
2016-12-28,1,61.90,61.90
2016-12-29,8,216.85,629.15
2016-12-30,4,-77.06,97.88
2017-01-01,6,-235.62,283.76
2017-01-02,7,-296.46,296.46
2017-01-03,9,-5607.22,6551.22
2017-01-04,12,25308.44,25865.56
2017-01-05,6,2208.63,2823.79
2017-01-06,14,-507.21,507.21
2017-01-07,17,20381.18,20851.52
2017-01-08,11,521.55,1673.29
2017-01-09,8,-1730.55,2026.55
2017-01-10,11,-406.18,572.76
2017-01-11,10,16239.40,17240.60
2017-01-12,12,-525.62,576.46
2017-01-13,7,-154.25,213.29
2017-01-14,14,-743.81,1182.01
2017-01-15,10,-222.28,462.46
2017-01-16,19,-1057.91,1435.51
2017-01-17,2,-104.19,104.19
2017-01-18,7,-1763.12,1941.86
2017-01-19,5,-78.38,166.42
2017-01-20,5,-308.80,308.80
2017-01-21,5,-473.82,550.60
2017-01-22,19,28956.66,30957.52
2017-01-23,14,100282.94,101817.06
2017-01-24,10,-512.33,512.33
2017-01-25,2,-29.75,65.85
2017-01-26,12,-1445.43,1728.45
2017-01-27,6,-274.93,274.93
2017-01-28,5,-106.27,298.87
2017-01-29,5,-313.64,313.64
2017-01-30,4,-121.34,121.34
2017-01-31,4,-178.71,178.71
2017-02-01,10,10136.10,11093.90
2017-02-02,6,-276.43,499.27
2017-02-03,8,18873.10,19596.90
2017-02-04,8,21305.82,22074.18
2017-02-05,6,-12023.91,17153.91
2017-02-06,10,-527.34,527.34
2017-02-07,8,-116.76,500.66
2017-02-08,9,-457.24,494.88
2017-02-09,10,314.22,1101.92
2017-02-10,12,120952.41,121757.59
2017-02-11,6,-247.25,353.65
2017-02-12,9,-1207.10,1207.10
2017-02-13,4,-384.64,384.64
2017-02-14,7,-419.74,419.74
2017-02-15,8,-1692.28,1692.28
2017-02-16,8,37547.98,37813.32
2017-02-17,3,-63.26,63.26
2017-02-18,6,-144.86,284.54
2017-02-19,6,-97.43,755.23
2017-02-20,7,-112.05,173.75
2017-02-21,6,-74.97,232.25
2017-02-22,14,-116.22,1295.24
2017-02-23,5,-285.77,335.57
2017-02-24,11,7981.80,9952.20
2017-02-25,8,-106.77,1182.97
2017-02-26,8,-141.61,203.85
2017-02-27,10,-563.73,563.73
2017-02-28,6,-280.24,280.24
2017-03-01,5,77.88,654.12
2017-03-02,6,-231.56,231.56
2017-03-03,10,6854.59,7575.41
2017-03-04,7,-593.51,593.51
2017-03-05,7,-351.30,492.86
2017-03-06,7,-11503.97,11660.01
2017-03-07,15,-432.71,749.21
2017-03-08,19,87119.24,90331.56
2017-03-09,9,83439.45,84014.95
2017-03-10,3,176.05,294.87
2017-03-11,6,-244.45,244.45
2017-03-12,4,169.21,475.59
2017-03-13,16,-2200.61,2775.05
2017-03-14,13,-825.76,869.76
2017-03-15,3,-136.52,303.42
2017-03-16,13,-361.84,482.44
2017-03-17,16,-2669.85,2717.03
2017-03-18,6,-168.50,168.50
2017-03-19,7,114.03,647.17
2017-03-20,16,655.34,3813.48
2017-03-21,10,-287.89,287.89
2017-03-22,12,1987.74,3192.26
2017-03-23,8,-252.91,434.63
2017-03-24,9,-210.03,343.17
2017-03-25,17,4989.34,6928.74
2017-03-26,5,-211.49,211.49
2017-03-27,10,52295.35,52804.65
2017-03-28,8,-342.49,342.49
2017-03-29,10,-212.05,331.77
2017-03-30,20,-1816.58,1919.24
2017-03-31,12,-789.28,966.40
2017-04-01,10,-798.30,1096.70
2017-04-02,9,-717.66,1292.84
2017-04-03,7,-244.52,280.74
2017-04-04,9,-33644.32,33857.72
2017-04-05,8,-268.04,319.48
2017-04-06,5,2.05,233.97
2017-04-07,7,-265.29,389.39
2017-04-08,8,-197.75,457.75
2017-04-09,18,-335.64,866.58
2017-04-10,8,29849.35,30476.01
2017-04-11,7,-311.20,311.20
2017-04-12,8,458.15,837.23
2017-04-13,6,-292.48,314.82
2017-04-14,9,7234.32,7753.58
2017-04-15,10,-204.76,369.02
2017-04-16,12,219.74,1333.46
2017-04-17,11,-450.56,469.16
2017-04-18,7,-42.09,291.89
2017-04-19,14,23807.40,26796.32
2017-04-20,14,-651.23,651.23
2017-04-21,7,-19.58,1741.28
2017-04-22,9,-101.34,596.80
2017-04-23,6,-13.78,437.14
2017-04-24,12,199.53,1052.01
2017-04-25,12,540.09,1333.79
2017-04-26,14,-338.93,459.77
2017-04-27,15,333511.18,335148.26
2017-04-28,11,48113.06,48866.32
2017-04-29,9,10433.88,11237.72
2017-04-30,6,-282.49,282.49
2017-05-01,15,-23.93,1302.05
2017-05-02,8,-893.39,893.39
2017-05-03,10,-528.25,528.25
2017-05-04,5,-726.71,726.71
2017-05-05,6,-68.67,762.49
2017-05-06,15,63992.77,67777.75
2017-05-07,11,52673.11,53198.35
2017-05-08,2,-133.99,133.99
2017-05-09,6,-18196.03,18196.03
2017-05-10,9,-653.61,905.81
2017-05-11,18,-1005.11,1209.31
2017-05-12,11,18556.22,19284.22
2017-05-13,6,-295.37,295.37
2017-05-14,13,-13493.32,13493.32
2017-05-15,17,-2581.08,2600.24
2017-05-16,10,-601.57,702.99
2017-05-17,13,47241.63,48891.71
2017-05-18,8,-3128.73,3151.77
2017-05-19,10,-908.79,948.01
2017-05-20,14,-319.47,750.13
2017-05-21,20,-950.64,1030.30
2017-05-22,13,5597.67,7332.35
2017-05-23,5,-4483.93,4483.93
2017-05-24,11,-846.70,846.70
2017-05-25,13,23195.83,26464.17
2017-05-26,9,-261.08,481.36
2017-05-27,11,-700.02,986.12
2017-05-28,6,-1057.99,1103.25
2017-05-29,16,-23390.63,23390.63
2017-05-30,13,-614.86,650.14
2017-05-31,6,-244.63,291.15
2017-06-01,14,13758.35,16195.57
2017-06-02,8,-169.49,380.89
2017-06-03,11,21926.33,22723.67
2017-06-04,9,-30.60,507.08
2017-06-05,7,-195.93,375.21
2017-06-06,6,9981.37,11218.63
2017-06-07,7,-1083.82,1135.62
2017-06-08,4,-208.67,208.67
2017-06-09,8,-343.49,343.49
2017-06-10,7,-211.84,666.44
2017-06-11,10,-4467.14,4467.14
2017-06-12,10,-775.97,884.93
2017-06-13,11,-977.51,977.51
2017-06-14,14,-425.76,1621.38
2017-06-15,11,-1026.94,1026.94
2017-06-16,8,-247.69,416.25
2017-06-17,9,-499.59,499.59
2017-06-18,8,-353.82,472.22
2017-06-19,7,-916.83,3241.83
2017-06-20,11,508.54,1397.86
2017-06-21,13,-1486.06,1758.24
2017-06-22,9,-477.49,574.13
2017-06-23,16,128543.50,129439.22
2017-06-24,10,-4347.95,4659.63
2017-06-25,9,543.47,1911.07
2017-06-26,17,-955.53,1005.33
2017-06-27,13,625.34,2640.42
2017-06-28,10,-367.47,498.47
2017-06-29,13,31404.89,32447.45
2017-06-30,10,-1753.13,1753.13
2017-07-01,9,-184.69,585.73
2017-07-02,6,53.50,242.72
2017-07-03,17,-557.04,902.38
2017-07-04,9,-486.67,555.63
2017-07-05,12,-268.64,494.52
2017-07-06,11,-423.71,908.31
2017-07-07,13,-457.06,1108.32
2017-07-08,4,43.13,577.27
2017-07-09,9,20462.41,20900.27
2017-07-10,7,-475.69,475.69
2017-07-11,3,-128.73,204.51
2017-07-12,7,-226.60,277.74
2017-07-13,16,2649.17,3763.55
2017-07-14,9,-3092.51,3092.51
2017-07-15,11,-237.05,381.99
2017-07-16,4,433.58,774.42
2017-07-17,16,14028.20,16939.80
2017-07-18,8,1580.51,1832.05
2017-07-19,10,-95.01,304.37
2017-07-20,9,7012.91,7359.61
2017-07-21,6,15848.01,16147.63
2017-07-22,10,-296.63,351.01
2017-07-23,4,-0.43,57.61
2017-07-24,8,2852.20,3503.78
2017-07-25,4,-1836.19,1885.79
2017-07-26,5,-2151.42,2151.42
2017-07-27,9,-882.32,1160.90
2017-07-28,3,8139.24,8360.76
2017-07-29,6,96717.23,97362.77
2017-07-30,4,44.63,249.57
2017-07-31,12,540.96,1298.80
2017-08-01,8,14507.62,14905.70
2017-08-02,10,-390.52,588.34
2017-08-03,24,-1934.69,3047.87
2017-08-04,6,85.54,467.46
2017-08-05,7,-8.79,258.77
2017-08-06,10,29368.07,30695.05
2017-08-07,8,-68368.10,68787.56
2017-08-08,3,-26.21,78.97
2017-08-09,7,-81.01,418.51
2017-08-10,13,-195.17,546.37
2017-08-11,10,-432.89,489.79
2017-08-12,5,-42.04,365.34
2017-08-13,7,-356.37,382.11
2017-08-14,8,-1443.97,1862.17
2017-08-15,10,-695.83,737.71
2017-08-16,13,47277.06,50610.94
2017-08-17,7,-599.31,599.31
2017-08-18,15,-4.66,897.58
2017-08-19,11,-4558.96,4558.96
2017-08-20,8,393.93,1093.21
2017-08-21,7,-154.16,154.16
2017-08-22,5,-166.87,166.87
2017-08-23,12,-726.32,726.32
2017-08-24,10,-334.32,450.94
2017-08-25,11,-665.79,665.79
2017-08-26,5,-57.28,98.34
2017-08-27,9,8066.80,9633.20
2017-08-28,12,9452.82,10115.60
2017-08-29,11,-1480.82,1716.38
2017-08-30,19,22987.94,24820.80
2017-08-31,17,-52130.84,55329.66
2017-09-01,11,28614.66,29995.34
2017-09-02,11,24584.54,26715.46
2017-09-03,6,-284.50,284.50
2017-09-04,8,-582.38,582.38
2017-09-05,17,-2746.81,3208.33
2017-09-06,12,538.45,1437.75
2017-09-07,17,-28273.44,28371.14
2017-09-08,19,3496.62,6319.86
2017-09-09,8,-230.64,230.64
2017-09-10,11,-214.14,330.08
2017-09-11,5,-809.98,809.98
2017-09-12,5,-2010.46,2010.46
2017-09-13,10,-748.64,748.64
2017-09-14,13,20893.26,21431.78
2017-09-15,10,-779.20,845.14
2017-09-16,10,-158.81,734.65
2017-09-17,10,11596.99,20203.01
2017-09-18,15,86.95,1242.29
2017-09-19,12,-799.87,888.51
2017-09-20,15,-605.83,665.23
2017-09-21,11,774.23,1866.83
2017-09-22,8,-1142.19,1142.19
2017-09-23,17,1371.87,3027.49
2017-09-24,18,217.49,2286.55
2017-09-25,9,9542.75,11067.25
2017-09-26,4,25685.19,26214.81
2017-09-27,14,-236.33,950.17
2017-09-28,8,452599.75,453710.25
2017-09-29,14,924.41,1685.59
2017-09-30,7,-512.75,695.75
2017-10-01,13,-10337.37,33617.37
2017-10-02,5,-152.16,295.36
2017-10-03,7,-299.21,299.21
2017-10-04,12,13911.67,14922.61
2017-10-05,13,64710.45,65800.47
2017-10-06,8,-1063.42,1063.42
2017-10-07,6,-482.94,482.94
2017-10-08,3,-56.47,56.47
2017-10-09,11,6060.38,7459.62
2017-10-10,12,-700.86,841.30
2017-10-11,8,1343.79,1635.31
2017-10-12,17,15091.02,16494.70
2017-10-13,10,-722.07,1213.51
2017-10-14,13,-327.95,604.59
2017-10-15,17,240.94,1037.38
2017-10-16,7,-127.56,200.26
2017-10-17,12,-494.24,494.24
2017-10-18,16,-513.31,734.39
2017-10-19,14,22110.05,22754.55
2017-10-20,13,-2912.83,3283.83
2017-10-21,13,-2003.56,2059.52
2017-10-22,9,-978.30,978.30
2017-10-23,8,-326.38,558.58
2017-10-24,12,-87.12,1155.94
2017-10-25,9,14833.47,16151.93
2017-10-26,15,-364.05,548.87
2017-10-27,11,6879.73,8111.27
2017-10-28,13,-321.32,445.28
2017-10-29,18,89129.29,91603.99
2017-10-30,7,-19.10,281.28
2017-10-31,15,-1206.05,1206.05
2017-11-01,14,45326.69,76171.31
2017-11-02,6,55.64,212.58
2017-11-03,18,-554.11,801.83
2017-11-04,24,-1212.81,2785.65
2017-11-05,9,-192.34,330.76
2017-11-06,10,14059.40,14875.82
2017-11-07,5,-159.88,159.88
2017-11-08,11,-1313.65,1728.03
2017-11-09,10,41116.93,41728.87
2017-11-10,20,11413.53,12782.67
2017-11-11,4,4484.91,4703.09
2017-11-12,9,-385.70,397.56
2017-11-13,9,20.66,536.62
2017-11-14,15,-902.66,1836.62
2017-11-15,16,-22225.33,22318.57
2017-11-16,6,-166.64,194.58
2017-11-17,3,-86.22,116.20
2017-11-18,9,-427.65,427.65
2017-11-19,13,-1487.01,1527.21
2017-11-20,11,-826.89,1202.69
2017-11-21,20,111743.96,113008.86
2017-11-22,11,-297.64,342.96
2017-11-23,6,-375.69,504.41
2017-11-24,12,2835.56,3910.16
2017-11-25,14,-1801.63,1893.45
2017-11-26,10,5314.77,6423.03
2017-11-27,15,-1495.99,1542.61
2017-11-28,12,15973.76,17619.10
2017-11-29,15,-502.64,633.46
2017-11-30,9,37033.44,37994.02
2017-12-01,12,-337.80,457.64
2017-12-02,13,-326.22,467.14
2017-12-03,10,-517.12,1091.12
2017-12-04,7,-323.17,555.79
2017-12-05,7,-299.77,442.71
2017-12-06,10,730.41,1412.19
2017-12-07,5,-222.43,380.21
2017-12-08,6,106.59,339.71
2017-12-09,12,39221.83,40053.69
2017-12-10,8,-710.07,710.07
2017-12-11,6,26584.38,27025.62
2017-12-12,9,-228.32,316.98
2017-12-13,4,2686.22,2891.78
2017-12-14,13,-192.14,459.52
2017-12-15,10,-1346.45,1443.81
2017-12-16,9,-73.12,533.26
2017-12-17,2,5310.93,5379.07
2017-12-18,3,-205.42,205.42
2017-12-19,4,-36.32,130.04
2017-12-20,5,331.49,451.91
2017-12-21,6,-13.34,200.82
2017-12-22,6,-338.26,338.26
2017-12-23,4,-148.20,148.20
2017-12-24,10,-806.55,806.55
2017-12-25,7,-73.73,111.71
2017-12-26,12,37777.08,43929.96
2017-12-27,8,31.44,315.66
2017-12-28,1,-13.40,13.40
2017-12-29,3,80282.46,80313.00
2017-12-30,8,-7296.08,9332.68
2017-12-31,14,-1039.65,1039.65
2018-01-01,11,-416.51,20535.95
2018-01-02,13,-981.72,1122.90
2018-01-03,15,-359.24,704.62
2018-01-04,5,-117.91,128.13
2018-01-05,5,-92.81,262.81
2018-01-06,3,-129.79,129.79
2018-01-07,7,-3356.12,3714.52
2018-01-08,11,-813.13,813.13
2018-01-09,8,-444.44,444.44
2018-01-10,17,-1739.61,2391.39
2018-01-11,11,-346.60,440.38
2018-01-12,12,97.90,496.30
2018-01-13,14,-380.56,695.78
2018-01-14,8,22458.41,22910.67
2018-01-15,15,-12344.57,30572.19
2018-01-16,7,-639.85,720.53
2018-01-17,6,1427.52,2038.48
2018-01-18,4,-114.20,192.88
2018-01-19,2,-57.80,57.80
2018-01-20,12,33.71,628.79
2018-01-21,5,91.51,357.19
2018-01-22,5,-136.74,286.52
2018-01-23,8,78862.27,79767.73
2018-01-24,9,-437.01,693.09
2018-01-25,6,-193.60,291.00
2018-01-26,11,-401.57,765.35
2018-01-27,9,-30.02,429.12
2018-01-28,7,16849.17,17219.85
2018-01-29,9,19691.73,20448.27
2018-01-30,11,56122.48,58975.58
2018-01-31,14,-248.26,1033.32
2018-02-01,19,-798.74,909.46
2018-02-02,3,46.06,108.54
2018-02-03,7,58.85,568.91
2018-02-04,10,-283.35,726.49
2018-02-05,3,-179.44,179.44
2018-02-06,5,-34580.69,34675.69
2018-02-07,9,644.43,1096.07
2018-02-08,7,-359.46,495.86
2018-02-09,7,-196.89,245.67
2018-02-10,10,-180.90,433.80
2018-02-11,11,-400.98,708.64
2018-02-12,7,91816.27,92343.73
2018-02-13,8,-1036.00,1111.02
2018-02-14,15,130.37,734.31
2018-02-15,7,-255.67,255.67
2018-02-16,9,-148.35,992.39
2018-02-17,6,-258.88,299.18
2018-02-18,5,-72.26,72.26
2018-02-19,11,-26579.97,27145.59
2018-02-20,5,-479.39,479.39
2018-02-21,8,-291.96,327.78
2018-02-22,12,-269.07,821.91
2018-02-23,12,19192.42,19575.52
2018-02-24,14,-1086.75,1118.81
2018-02-25,12,20229.70,20626.18
2018-02-26,21,8925.88,12792.22
2018-02-27,15,-108.65,754.91
2018-02-28,13,1776.74,4657.66
2018-03-01,5,-314.02,321.48
2018-03-02,15,-1114.94,1152.42
2018-03-03,16,-29268.92,39206.38
2018-03-04,23,-672.83,837.53
2018-03-05,15,16322.72,19798.60
2018-03-06,10,-575.52,1788.96
2018-03-07,18,7662.85,9428.83
2018-03-08,17,19000.61,19914.31
2018-03-09,10,-11403.81,12257.23
2018-03-10,20,-2315.07,2553.19
2018-03-11,9,-1245.72,1271.98
2018-03-12,7,-10.92,610.72
2018-03-13,9,32812.39,33697.61
2018-03-14,15,72842.43,75097.57
2018-03-15,4,-317.48,317.48
2018-03-16,13,226.95,2422.31
2018-03-17,18,44731.82,47462.62
2018-03-18,11,42486.56,43253.44
2018-03-19,10,-2117.80,2117.80
2018-03-20,15,64.68,743.82
2018-03-21,19,20491.90,21450.34
2018-03-22,17,-81.83,1837.53
2018-03-23,16,-809.70,1052.18
2018-03-24,14,-1405.41,1405.41
2018-03-25,11,2177.74,4300.26
2018-03-26,12,-630.92,770.12
2018-03-27,6,-166.23,166.23
2018-03-28,13,-43218.56,43482.98
2018-03-29,7,-84.92,370.76
2018-03-30,21,34890.33,37553.47
2018-03-31,1,-29.58,29.58
2018-04-01,8,-231.56,533.56
2018-04-02,2,-249.75,249.75
2018-04-03,5,17147.63,24422.37
2018-04-04,6,-512.80,512.80
2018-04-05,11,43827.16,45992.84
2018-04-06,5,-99.84,215.42
2018-04-07,10,-176.41,424.69
2018-04-08,5,-128.15,258.51
2018-04-09,6,20951.46,21508.54
2018-04-10,6,-493.99,493.99
2018-04-11,7,27218.20,27781.80
2018-04-12,20,13418.91,15527.33
2018-04-13,10,-205.61,616.01
2018-04-14,7,-1047.96,1047.96
2018-04-15,4,-165.13,292.31
2018-04-16,13,18941.76,20003.66
2018-04-17,10,2267.28,3661.12
